Together	O
with	O
previous	O
studies	O
within	O
the	O
BM25	B-模型
framework	O
,	O
our	O
current	O
study	O
demonstrates	O
that	O
the	O
effectiveness	O
of	O
our	O
method	O
for	O
using	O
context	O
information	B-评价指标  
in	O
IR	B-研究方法/技术
is	O
quite	O
general	O
and	O
not	O
limited	O
to	O
any	O
specific	O
retrieval	O
model	O
.	O

The	O
effectiveness	O
of	O
adoption	O
theories	O
has	O
been	O
explored	O
based	O
on	O
the	O
empirical	O
results	O
identified	O
in	O
the	O
EMR	O
research	O
.	O

Leaders	O
with	O
high	O
performance	O
are	O
trusted	O
in	O
their	O
communities	O
as	O
a	O
hub	O
of	O
the	O
information	B-评价指标
channel	O
of	O
the	O
communication	O
network	O
.	O

Baidu	B-数据资源与平台 
Index	O
was	O
able	O
to	O
provide	O
more	O
search	O
volume	O
data	O
than	O
Google	B-数据资源与平台 
Trends	I-数据资源与平台 
did	O
.	O

In	O
this	O
paper	O
,	O
we	O
perform	O
an	O
in-depth	O
study	O
into	O
how	O
clinicians	O
represent	O
their	O
information	B-研究对象
needs	I-研究对象
and	O
the	O
influence	O
this	O
has	O
on	O
information	B-研究方法/技术
retrieval	I-研究方法/技术
(	O
IR	B-研究方法/技术
)	O
effectiveness	O
.	O

Furthermore	O
,	O
TRoLL	B-研究对象
is	O
a	O
significant	O
contribution	O
to	O
the	O
educational	O
community	O
,	O
since	O
its	O
computed	O
book	O
readability	B-评价指标
levels	I-评价指标 
can	O
enrich	O
K	O
-	O
12	O
readers	O
'	O
book	O
selections	O
and	O
aid	O
parents	O
,	O
teachers	O
,	O
and	O
librarians	O
in	O
locating	O
reading	O
materials	O
suitable	O
for	O
their	O
K	O
-	O
12	O
readers	O
,	O
which	O
can	O
be	O
a	O
time-consuming	O
and	O
frustrating	O
task	O
that	O
does	O
not	O
always	O
yield	O
a	O
quality	O
outcome	O
.	O

Due	O
to	O
the	O
differences	O
in	O
users	O
'	O
preferences	O
,	O
different	O
users	O
care	O
about	O
different	O
kinds	O
of	O
information	B-评价指标 
.	O

Our	O
findings	O
have	O
implications	O
for	O
individual	O
researchers	O
to	O
strategically	O
plan	O
and	O
promote	O
their	O
careers	O
and	O
for	O
research	O
institutions	O
to	O
better	O
evaluate	O
current	O
as	O
well	O
as	O
prospective	O
employees	O
.	O

This	O
user-behavior-oriented	O
method	O
can	O
be	O
easily	O
applied	O
to	O
search	O
engines	O
for	O
incorporating	O
only	O
implicit	O
collective	O
intelligence	O
from	O
query	O
logs	O
without	O
other	O
efforts	O
.	O

Keeping	O
up	O
to	O
date	O
with	O
research	O
developments	O
is	O
a	O
central	O
activity	O
of	O
academic	O
researchers	O
,	O
but	O
researchers	O
face	O
difficulties	O
in	O
managing	O
the	O
rapid	O
growth	O
of	O
available	O
scientific	O
information	B-评价指标 
.	O

Orthogonality	B-研究对象
(	O
antonym	O
:	O
dependency	O
)	O
means	O
that	O
one	O
facet	O
acts	O
independently	O
from	O
another	O
facet	O
.	O

The	O
method	O
is	O
based	O
on	O
the	O
expansion	O
of	O
the	O
concepts	O
expressed	O
in	O
the	O
tweets	B-数据资源与平台 
through	O
the	O
application	O
of	O
PageRank	B-研究方法/技术
to	O
WordNet	B-工具
.	O

Prior	O
work	O
has	O
categorized	O
Twitter	B-数据资源与平台 
users	O
,	O
as	O
well	O
as	O
studied	O
the	O
use	O
of	O
lists	O
and	O
re-tweets	O
and	O
how	O
these	O
can	O
be	O
used	O
to	O
infer	O
user	O
profiles	O
and	O
interests	O
.	O

Experiments	O
on	O
three	O
datasets	O
in	O
the	O
biomedical	O
domain	O
suggest	O
the	O
performance	O
of	O
